gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
Male,0,Yes,No,63,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,128.80807010389628,1776.55
Male,0,Yes,Yes,28,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),126.62978551499492,3027.25
Female,0,No,Yes,59,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,19.153052989337475,4265
Male,0,No,Yes,72,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),87.40863643436712,1462.05
Female,0,Yes,No,24,No,No,No,Yes,No,Yes,Yes,No internet service,No,One year,No,Electronic check,83.59826466731472,3545.35
Male,0,Yes,No,12,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,68.92780533724545,723.35
Female,0,Yes,Yes,70,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,106.25118426301695,5600.15
Male,0,Yes,No,30,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.71251644862043,503.6
Male,0,Yes,Yes,61,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),60.923555909590256,2660.2
Male,0,No,No,13,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,73.37364219707194,4859.25
Female,1,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),117.83520247025935,7238.6
Male,1,No,Yes,25,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),35.37332876357388,5769.75
Female,0,Yes,No,51,No,No,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,109.74113509906232,4016.3
Male,0,Yes,Yes,27,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,11.565727431296544,3011.65
Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,45.56459471154406,4473
Female,0,No,Yes,65,No,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,No,Credit card (automatic),41.6856354385132,682.1
Female,1,No,Yes,35,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,75.77691955500019,5921.35
Male,0,No,No,22,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,88.7527438339302,5398.6
Female,1,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No,One year,No,Mailed check,82.96219760013535,3107.3
Female,1,No,No,3,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),108.16539566897988,527.5
Female,0,Yes,Yes,63,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),99.94411546077012,480.75
Male,0,No,No,45,No,No phone service,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.85707946740203,2763
Female,0,Yes,No,67,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),72.60109449929398,1156.35
Female,1,Yes,No,2,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),58.23004034355263,1389.2
Female,0,No,Yes,18,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,14.58419845795067,6055.55
Male,1,Yes,No,46,No,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),72.6336594409016,6860.6
Male,0,No,Yes,36,No,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.27849198330543,4807.45
Female,0,Yes,Yes,33,No,No,No,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,76.38655698045105,100.4
Male,0,No,No,12,No,No,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,72.0525900518002,4193.4
Female,0,No,Yes,14,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.55724758460542,4348.65
Male,0,Yes,Yes,4,No,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,58.10179936282971,5566.4
Male,1,Yes,No,38,No,No,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.08055713524132,216.45
Male,0,Yes,Yes,19,No,No,No,No internet service,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),59.77594152934189,1004.35
Female,0,No,No,42,No,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),34.665566595372766,69.35
Female,0,No,No,64,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,-4.189972911387358,6287.25
Female,0,No,No,43,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,134.59808025248702,600.25
Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,92.24630913515684,5890
Male,0,Yes,Yes,9,No,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.07900328452365,2308.6
